id,type,severity,timestamp,week,product,entity,description,score,complaint_ids,observed,expected,ratio,p_value,companies_affected,company_list,avg_ratio,common_issues,cluster_id,cluster_label,baseline_share,current_share,z_score,novel_count,total_count,novel_share
clust_Debt collection_2024-04-15/2024-04-21_24,cluster_growing,medium,2026-02-02 02:37:40.134970,2024-04-15/2024-04-21,Debt collection,,Cluster 'cluster_24' growing: 5.2% → 7.1%,3.1093787492434743,"[8805855, 8791377, 8812459, 8790226, 8777518, 8779685, 8778588, 8817859, 8798896, 8796582]",,,,,,,,,24.0,cluster_24,5.2,7.11,3.11,,,
vol_Debt collection_2024-08-19/2024-08-25_55672d6b,volume_spike,low,2026-02-02 02:37:40.662546,2024-08-19/2024-08-25,Debt collection,CL Holdings LLC,CL Holdings LLC: 52 vs 36.0 expected (1.4x),3.1019088758906053,"[9865122, 9891449, 9862990, 9859766, 9906239, 9851227, 9883883, 9865013, 9883318, 9921102]",52.0,36.0,1.44,0.007121,,,,,,,,,,,,
clust_Debt collection_2024-06-17/2024-06-23_1,cluster_shrinking,medium,2026-02-02 02:37:41.100994,2024-06-17/2024-06-23,Debt collection,,Cluster 'cluster_1' shrinking: 25.7% → 21.6%,3.0973983909394667,"[9322943, 9306442, 9306373, 9302400, 9316316, 9303131, 9293635, 9306953, 9276995, 9308079]",,,,,,,,,1.0,cluster_1,25.69,21.58,-3.1,,,
clust_Debt collection_2024-10-07/2024-10-13_10,cluster_growing,medium,2026-02-02 02:37:40.793892,2024-10-07/2024-10-13,Debt collection,,Cluster 'cluster_10' growing: 10.1% → 12.8%,3.0864671653609443,"[10440801, 10379683, 10431310, 10433099, 10375158, 10394789, 10434557, 10383209, 10402874, 10411808]",,,,,,,,,10.0,cluster_10,10.08,12.77,3.09,,,
clust_Debt collection_2024-12-02/2024-12-08_11,cluster_growing,medium,2026-02-02 02:37:40.367398,2024-12-02/2024-12-08,Debt collection,,Cluster 'cluster_11' growing: 5.6% → 7.8%,3.0576603857921927,"[10988721, 11029693, 11025838, 11048773, 11068912, 11045813, 11039641, 11031915, 11073486, 10997808]",,,,,,,,,11.0,cluster_11,5.62,7.75,3.06,,,
clust_Debt collection_2024-08-19/2024-08-25_18,cluster_growing,medium,2026-02-02 02:37:40.674030,2024-08-19/2024-08-25,Debt collection,,Cluster 'cluster_18' growing: 1.4% → 2.5%,3.0521937903102594,"[9858171, 9944185, 9852516, 9884883, 9844415, 9879362, 9885006, 9908375, 9908851, 9876337]",,,,,,,,,18.0,cluster_18,1.36,2.53,3.05,,,
clust_Debt collection_2024-03-18/2024-03-24_2,cluster_shrinking,medium,2026-02-02 02:37:40.933331,2024-03-18/2024-03-24,Debt collection,,Cluster 'cluster_2' shrinking: 4.9% → 3.1%,3.0393161439130827,"[8570332, 8608353, 8605267, 8580330, 8587097, 8574427, 8599904, 8601891, 8590218, 8610547]",,,,,,,,,2.0,cluster_2,4.89,3.12,-3.04,,,
clust_Debt collection_2025-01-20/2025-01-26_10,cluster_shrinking,medium,2026-02-02 02:37:39.920040,2025-01-20/2025-01-26,Debt collection,,Cluster 'cluster_10' shrinking: 12.7% → 10.3%,3.039205337385761,"[11607987, 11605233, 11743031, 11679387, 11729970, 11717436, 11770673, 11779045, 11763573, 11741399]",,,,,,,,,10.0,cluster_10,12.67,10.28,-3.04,,,
clust_Debt collection_2024-07-29/2024-08-04_17,cluster_growing,medium,2026-02-02 02:37:40.707596,2024-07-29/2024-08-04,Debt collection,,Cluster 'cluster_17' growing: 4.6% → 6.8%,3.037454328227014,"[9697262, 9659958, 9648718, 9655205, 9684696, 9660014, 9700670, 9643846, 9655806, 9699366]",,,,,,,,,17.0,cluster_17,4.63,6.77,3.04,,,
vol_Debt collection_2024-11-04/2024-11-10_b7003b2d,volume_spike,low,2026-02-02 02:37:40.886408,2024-11-04/2024-11-10,Debt collection,Resurgent Capital Services L.P.,Resurgent Capital Services L.P.: 120 vs 93.2 expected (1.3x),3.0335607583730244,"[10696299, 10713701, 10748263, 10721086, 10717903, 10718223, 10732413, 10704349, 10676370, 10695911]",120.0,93.2,1.29,0.004392,,,,,,,,,,,,
clust_Debt collection_2024-07-22/2024-07-28_16,cluster_shrinking,medium,2026-02-02 02:37:40.620063,2024-07-22/2024-07-28,Debt collection,,Cluster 'cluster_16' shrinking: 6.1% → 3.8%,3.0291343216465387,"[9607493, 9591419, 9629047, 9638260, 9607376, 9634373, 9608860, 9580241, 9578644, 9614349]",,,,,,,,,16.0,cluster_16,6.06,3.8,-3.03,,,
clust_Debt collection_2024-10-14/2024-10-20_1,cluster_shrinking,medium,2026-02-02 02:37:40.193909,2024-10-14/2024-10-20,Debt collection,,Cluster 'cluster_1' shrinking: 10.9% → 8.1%,3.0139328555375773,"[10479822, 10462345, 10489690, 10488344, 10489792, 10454441, 10454489, 10451763, 10477418, 10492519]",,,,,,,,,1.0,cluster_1,10.86,8.12,-3.01,,,
vol_Debt collection_2024-10-07/2024-10-13_439a1df6,volume_spike,low,2026-02-02 02:37:40.781682,2024-10-07/2024-10-13,Debt collection,"Portfolio Recovery Associates, LLC","Portfolio Recovery Associates, LLC: 63 vs 45.8 expected (1.4x)",2.8208204848772276,"[10430131, 10391071, 10402874, 10361881, 10411748, 10375273, 10369169, 10433615, 10375286, 10440736]",63.0,45.8,1.38,0.008944,,,,,,,,,,,,
vol_Debt collection_2024-09-23/2024-09-29_b7003b2d,volume_spike,low,2026-02-02 02:37:39.826520,2024-09-23/2024-09-29,Debt collection,Resurgent Capital Services L.P.,Resurgent Capital Services L.P.: 100 vs 77.0 expected (1.3x),2.819490379058948,"[10283821, 10272931, 10246565, 10264548, 10214657, 10301459, 10235640, 10274387, 10213550, 10282203]",100.0,77.0,1.3,0.006745,,,,,,,,,,,,
vol_Debt collection_2025-01-06/2025-01-12_b7003b2d,volume_spike,low,2026-02-02 02:37:40.318044,2025-01-06/2025-01-12,Debt collection,Resurgent Capital Services L.P.,Resurgent Capital Services L.P.: 115 vs 90.5 expected (1.3x),2.7101921525058215,"[11454844, 11484311, 11428486, 11430763, 11455059, 11464002, 11475303, 11483480, 11412488, 11464348]",115.0,90.5,1.27,0.007365,,,,,,,,,,,,
vol_Debt collection_2024-04-15/2024-04-21_934d8cde,volume_spike,low,2026-02-02 02:37:40.121949,2024-04-15/2024-04-21,Debt collection,"EQUIFAX, INC.","EQUIFAX, INC.: 291 vs 249.2 expected (1.2x)",2.6568605465106923,"[8772716, 8809579, 8812135, 8801600, 8795927, 8777912, 8772570, 8772811, 8795233, 8811501]",291.0,249.2,1.17,0.005301,,,,,,,,,,,,
vol_Debt collection_2025-01-20/2025-01-26_1c599a1e,volume_spike,low,2026-02-02 02:37:39.897872,2025-01-20/2025-01-26,Debt collection,ENCORE CAPITAL GROUP INC.,ENCORE CAPITAL GROUP INC.: 90 vs 69.2 expected (1.3x),2.6296549202313657,"[11743418, 11732451, 11687854, 11729970, 11702347, 11595926, 11718786, 11716054, 11704059, 11751393]",90.0,69.2,1.3,0.009476,,,,,,,,,,,,
vol_Debt collection_2024-10-07/2024-10-13_772f4b13,volume_spike,low,2026-02-02 02:37:40.780715,2024-10-07/2024-10-13,Debt collection,Experian Information Solutions Inc.,Experian Information Solutions Inc.: 176 vs 145.5 expected (1.2x),2.5547706817214317,"[10438764, 10426987, 10418601, 10434796, 10419182, 10391187, 10415200, 10423426, 10412404, 10379121]",176.0,145.5,1.21,0.007726,,,,,,,,,,,,
novel_Debt collection_2024-02-12/2024-02-18,novel_pattern,medium,2026-02-02 02:37:40.594284,2024-02-12/2024-02-18,Debt collection,,50 novel complaints (5.1% of week),0.508646998982706,"[8329286, 8325420, 8351927, 8351505, 8330231, 8352733, 8329387, 8365638, 8329789, 8329790]",,,,,,,,,,,,,,50.0,983.0,5.09
novel_Debt collection_2024-07-01/2024-07-07,novel_pattern,medium,2026-02-02 02:37:39.562937,2024-07-01/2024-07-07,Debt collection,,51 novel complaints (5.1% of week),0.5084745762711864,"[9444438, 9419175, 9413971, 9437828, 9415509, 9428546, 9447549, 9430992, 9448589, 9411648]",,,,,,,,,,,,,,51.0,1003.0,5.08
novel_Debt collection_2024-02-26/2024-03-03,novel_pattern,medium,2026-02-02 02:37:40.002458,2024-02-26/2024-03-03,Debt collection,,53 novel complaints (5.1% of week),0.5081495685522531,"[8424107, 8467522, 8443398, 8440236, 8443575, 8464150, 8446770, 8431849, 8424103, 8434463]",,,,,,,,,,,,,,53.0,1043.0,5.08
novel_Debt collection_2024-12-23/2024-12-29,novel_pattern,medium,2026-02-02 02:37:39.589280,2024-12-23/2024-12-29,Debt collection,,60 novel complaints (5.1% of week),0.5071851225697379,"[11304803, 11268082, 11312502, 11293999, 11268726, 11306423, 11306287, 11272611, 11291452, 11265477]",,,,,,,,,,,,,,60.0,1183.0,5.07
novel_Debt collection_2024-07-22/2024-07-28,novel_pattern,medium,2026-02-02 02:37:40.622094,2024-07-22/2024-07-28,Debt collection,,60 novel complaints (5.1% of week),0.5071851225697379,"[9602078, 9589232, 9591576, 9634435, 9621035, 9605870, 9594420, 9590132, 9620724, 9591039]",,,,,,,,,,,,,,60.0,1183.0,5.07
novel_Debt collection_2024-04-29/2024-05-05,novel_pattern,medium,2026-02-02 02:37:39.388562,2024-04-29/2024-05-05,Debt collection,,78 novel complaints (5.1% of week),0.5058365758754864,"[8907424, 8885612, 8896630, 8902397, 8914333, 8925257, 8887735, 8882959, 8926104, 8934921]",,,,,,,,,,,,,,78.0,1542.0,5.06
novel_Debt collection_2024-05-13/2024-05-19,novel_pattern,medium,2026-02-02 02:37:39.536620,2024-05-13/2024-05-19,Debt collection,,69 novel complaints (5.1% of week),0.5054945054945055,"[9042520, 9046886, 9038352, 9007018, 9046879, 9041545, 8994828, 9037770, 9027562, 9041676]",,,,,,,,,,,,,,69.0,1365.0,5.05
novel_Debt collection_2024-01-01/2024-01-07,novel_pattern,medium,2026-02-02 02:37:41.078944,2024-01-01/2024-01-07,Debt collection,,42 novel complaints (5.1% of week),0.5054151624548736,"[8119217, 8118514, 8117940, 8089662, 8112465, 8092460, 8087464, 8096019, 8095400, 8106392]",,,,,,,,,,,,,,42.0,831.0,5.05
novel_Debt collection_2024-12-16/2024-12-22,novel_pattern,medium,2026-02-02 02:37:39.331918,2024-12-16/2024-12-22,Debt collection,,73 novel complaints (5.1% of week),0.5051903114186851,"[11173064, 11171364, 11204671, 11199688, 11203009, 11220543, 11198215, 11232339, 11187446, 11173573]",,,,,,,,,,,,,,73.0,1445.0,5.05
novel_Debt collection_2024-03-04/2024-03-10,novel_pattern,medium,2026-02-02 02:37:40.299323,2024-03-04/2024-03-10,Debt collection,,74 novel complaints (5.1% of week),0.5051194539249146,"[8498977, 8508276, 8476638, 8488333, 8485629, 8472972, 8493799, 8494601, 8492763, 8514035]",,,,,,,,,,,,,,74.0,1465.0,5.05
novel_Debt collection_2024-01-15/2024-01-21,novel_pattern,medium,2026-02-02 02:37:41.022544,2024-01-15/2024-01-21,Debt collection,,40 novel complaints (5.1% of week),0.5050505050505051,"[8161447, 8181901, 8159162, 8184649, 8167492, 8164624, 8181672, 8171985, 8171610, 8165227]",,,,,,,,,,,,,,40.0,792.0,5.05
novel_Debt collection_2024-06-17/2024-06-23,novel_pattern,medium,2026-02-02 02:37:41.104067,2024-06-17/2024-06-23,Debt collection,,66 novel complaints (5.0% of week),0.504973221117062,"[9324532, 9320079, 9284415, 9282070, 9305322, 9277302, 9288099, 9325543, 9281934, 9317690]",,,,,,,,,,,,,,66.0,1307.0,5.05
novel_Debt collection_2024-02-05/2024-02-11,novel_pattern,medium,2026-02-02 02:37:40.969872,2024-02-05/2024-02-11,Debt collection,,46 novel complaints (5.0% of week),0.5049396267837541,"[8303086, 8296824, 8292367, 8284671, 8295691, 8322503, 8326196, 8289786, 8303601, 8295687]",,,,,,,,,,,,,,46.0,911.0,5.05
novel_Debt collection_2024-06-03/2024-06-09,novel_pattern,medium,2026-02-02 02:37:40.648054,2024-06-03/2024-06-09,Debt collection,,74 novel complaints (5.0% of week),0.504774897680764,"[9175402, 9197831, 9160407, 9180868, 9183310, 9178527, 9198603, 9213078, 9161606, 9186876]",,,,,,,,,,,,,,74.0,1466.0,5.05
novel_Debt collection_2024-05-27/2024-06-02,novel_pattern,medium,2026-02-02 02:37:40.104829,2024-05-27/2024-06-02,Debt collection,,72 novel complaints (5.0% of week),0.5045550105115627,"[9152650, 9139724, 9115527, 9126970, 9140172, 9110233, 9150942, 9129687, 9136972, 9109634]",,,,,,,,,,,,,,72.0,1427.0,5.05
novel_Debt collection_2024-11-18/2024-11-24,novel_pattern,medium,2026-02-02 02:37:40.464585,2024-11-18/2024-11-24,Debt collection,,67 novel complaints (5.0% of week),0.5045180722891567,"[10876600, 10853791, 10866039, 10877737, 10895383, 10906380, 10870939, 10870737, 10915238, 10878087]",,,,,,,,,,,,,,67.0,1328.0,5.05
novel_Debt collection_2023-11-27/2023-12-03,novel_pattern,medium,2026-02-02 02:37:39.418786,2023-11-27/2023-12-03,Debt collection,,40 novel complaints (5.0% of week),0.5044136191677175,"[7927916, 7935227, 7936420, 7908951, 7907755, 7928665, 7938254, 7920732, 7910694, 7919454]",,,,,,,,,,,,,,40.0,793.0,5.04
novel_Debt collection_2023-12-18/2023-12-24,novel_pattern,medium,2026-02-02 02:37:39.975167,2023-12-18/2023-12-24,Debt collection,,41 novel complaints (5.0% of week),0.5043050430504304,"[8028288, 8042219, 8025161, 8034811, 8047923, 8029768, 8048430, 8021284, 8024761, 8019996]",,,,,,,,,,,,,,41.0,813.0,5.04
novel_Debt collection_2024-04-15/2024-04-21,novel_pattern,medium,2026-02-02 02:37:40.137527,2024-04-15/2024-04-21,Debt collection,,90 novel complaints (5.0% of week),0.5042016806722689,"[8800453, 8775272, 8797255, 8782448, 8804938, 8817441, 8820316, 8786442, 8798555, 8804182]",,,,,,,,,,,,,,90.0,1785.0,5.04
novel_Debt collection_2024-04-01/2024-04-07,novel_pattern,medium,2026-02-02 02:37:40.501582,2024-04-01/2024-04-07,Debt collection,,80 novel complaints (5.0% of week),0.5040957781978576,"[8670752, 8712523, 8713917, 8705707, 8691959, 8716921, 8683654, 8682044, 8691930, 8715800]",,,,,,,,,,,,,,80.0,1587.0,5.04
novel_Debt collection_2023-12-25/2023-12-31,novel_pattern,medium,2026-02-02 02:37:40.051570,2023-12-25/2023-12-31,Debt collection,,37 novel complaints (5.0% of week),0.5040871934604905,"[8070359, 8065023, 8077699, 8061345, 8078871, 8076982, 8076203, 8054579, 8060178, 8086248]",,,,,,,,,,,,,,37.0,734.0,5.04
novel_Debt collection_2024-07-29/2024-08-04,novel_pattern,medium,2026-02-02 02:37:40.709796,2024-07-29/2024-08-04,Debt collection,,61 novel complaints (5.0% of week),0.5037159372419487,"[9671435, 9655913, 9681433, 9689364, 9670172, 9692128, 9669061, 9643925, 9665664, 9654165]",,,,,,,,,,,,,,61.0,1211.0,5.04
novel_Debt collection_2024-05-06/2024-05-12,novel_pattern,medium,2026-02-02 02:37:40.737918,2024-05-06/2024-05-12,Debt collection,,76 novel complaints (5.0% of week),0.5033112582781457,"[8941097, 8981485, 8936394, 8982419, 8941851, 8982635, 8938783, 8971740, 8974492, 8979029]",,,,,,,,,,,,,,76.0,1510.0,5.03
novel_Debt collection_2024-07-08/2024-07-14,novel_pattern,medium,2026-02-02 02:37:41.130746,2024-07-08/2024-07-14,Debt collection,,63 novel complaints (5.0% of week),0.5031948881789138,"[9490505, 9480234, 9454644, 9486205, 9466747, 9453422, 9493762, 9481283, 9476926, 9489337]",,,,,,,,,,,,,,63.0,1252.0,5.03
novel_Debt collection_2024-02-19/2024-02-25,novel_pattern,medium,2026-02-02 02:37:39.478803,2024-02-19/2024-02-25,Debt collection,,62 novel complaints (5.0% of week),0.5028386050283861,"[8389233, 8372852, 8400409, 8410029, 8413886, 8372269, 8384868, 8406440, 8392846, 8390709]",,,,,,,,,,,,,,62.0,1233.0,5.03
novel_Debt collection_2024-04-22/2024-04-28,novel_pattern,medium,2026-02-02 02:37:40.433764,2024-04-22/2024-04-28,Debt collection,,91 novel complaints (5.0% of week),0.5027624309392266,"[8870925, 8870883, 8874633, 8840158, 8867759, 8874769, 8842570, 8879471, 8841636, 8836192]",,,,,,,,,,,,,,91.0,1810.0,5.03
novel_Debt collection_2024-01-22/2024-01-28,novel_pattern,medium,2026-02-02 02:37:39.449336,2024-01-22/2024-01-28,Debt collection,,57 novel complaints (5.0% of week),0.5026455026455026,"[8208134, 8219533, 8199628, 8236858, 8208135, 8240281, 8207620, 8235694, 8215762, 8199635]",,,,,,,,,,,,,,57.0,1134.0,5.03
novel_Debt collection_2024-03-18/2024-03-24,novel_pattern,medium,2026-02-02 02:37:40.936775,2024-03-18/2024-03-24,Debt collection,,82 novel complaints (5.0% of week),0.5021432945499081,"[8588065, 8597528, 8599506, 8601123, 8604892, 8592245, 8610172, 8577344, 8592680, 8599785]",,,,,,,,,,,,,,82.0,1633.0,5.02
novel_Debt collection_2024-09-30/2024-10-06,novel_pattern,medium,2026-02-02 02:37:40.404260,2024-09-30/2024-10-06,Debt collection,,71 novel complaints (5.0% of week),0.5021216407355021,"[10331346, 10292026, 10336879, 10290564, 10308221, 10328279, 10316844, 10291967, 10352107, 10299430]",,,,,,,,,,,,,,71.0,1414.0,5.02
novel_Debt collection_2024-06-10/2024-06-16,novel_pattern,medium,2026-02-02 02:37:39.874676,2024-06-10/2024-06-16,Debt collection,,63 novel complaints (5.0% of week),0.50199203187251,"[9221271, 9271054, 9237088, 9256196, 9255217, 9254411, 9271040, 9221157, 9266976, 9262816]",,,,,,,,,,,,,,63.0,1255.0,5.02
novel_Debt collection_2024-12-30/2025-01-05,novel_pattern,medium,2026-02-02 02:37:39.810540,2024-12-30/2025-01-05,Debt collection,,69 novel complaints (5.0% of week),0.5018181818181818,"[11332806, 11350942, 11337441, 11376197, 11337168, 11337182, 11350639, 11346840, 11368672, 11320484]",,,,,,,,,,,,,,69.0,1375.0,5.02
novel_Debt collection_2023-12-11/2023-12-17,novel_pattern,medium,2026-02-02 02:37:40.870234,2023-12-11/2023-12-17,Debt collection,,39 novel complaints (5.0% of week),0.5012853470437019,"[8009896, 8010909, 7992735, 8010833, 7983362, 8011711, 8012992, 8002458, 8010334, 7982014]",,,,,,,,,,,,,,39.0,778.0,5.01
novel_Debt collection_2024-01-29/2024-02-04,novel_pattern,medium,2026-02-02 02:37:40.026368,2024-01-29/2024-02-04,Debt collection,,43 novel complaints (5.0% of week),0.5011655011655012,"[8276873, 8278988, 8263783, 8264111, 8272965, 8278576, 8278259, 8268256, 8248151, 8267800]",,,,,,,,,,,,,,43.0,858.0,5.01
novel_Debt collection_2024-11-25/2024-12-01,novel_pattern,medium,2026-02-02 02:37:40.848009,2024-11-25/2024-12-01,Debt collection,,56 novel complaints (5.0% of week),0.5008944543828265,"[10916714, 10915946, 10923350, 10988046, 10943917, 10923820, 10960546, 10919315, 10953869, 10916234]",,,,,,,,,,,,,,56.0,1118.0,5.01
novel_Debt collection_2024-07-15/2024-07-21,novel_pattern,medium,2026-02-02 02:37:40.538133,2024-07-15/2024-07-21,Debt collection,,70 novel complaints (5.0% of week),0.5007153075822603,"[9515295, 9563249, 9515046, 9524349, 9523538, 9555071, 9537334, 9555219, 9527387, 9523228]",,,,,,,,,,,,,,70.0,1398.0,5.01
novel_Debt collection_2024-12-09/2024-12-15,novel_pattern,medium,2026-02-02 02:37:39.706227,2024-12-09/2024-12-15,Debt collection,,75 novel complaints (5.0% of week),0.5006675567423231,"[11085545, 11125280, 11121596, 11123135, 11149161, 11156700, 11083077, 11103431, 11139666, 11091594]",,,,,,,,,,,,,,75.0,1498.0,5.01
novel_Debt collection_2023-12-04/2023-12-10,novel_pattern,medium,2026-02-02 02:37:40.078241,2023-12-04/2023-12-10,Debt collection,,40 novel complaints (5.0% of week),0.5006257822277848,"[7944604, 7957829, 7976818, 7976480, 7978656, 7964988, 7946124, 7949441, 7954417, 7973510]",,,,,,,,,,,,,,40.0,799.0,5.01
novel_Debt collection_2024-03-25/2024-03-31,novel_pattern,medium,2026-02-02 02:37:39.508107,2024-03-25/2024-03-31,Debt collection,,76 novel complaints (5.0% of week),0.5003291639236339,"[8639766, 8619710, 8662531, 8654582, 8659702, 8664290, 8622726, 8623820, 8624657, 8655445]",,,,,,,,,,,,,,76.0,1519.0,5.0
novel_Debt collection_2025-01-13/2025-01-19,novel_pattern,medium,2026-02-02 02:37:39.750532,2025-01-13/2025-01-19,Debt collection,,100 novel complaints (5.0% of week),0.5002501250625312,"[11628675, 11499330, 11629925, 11532850, 11520016, 11658928, 11557682, 11667752, 11662586, 11563739]",,,,,,,,,,,,,,100.0,1999.0,5.0
novel_Debt collection_2024-04-08/2024-04-14,novel_pattern,medium,2026-02-02 02:37:39.619265,2024-04-08/2024-04-14,Debt collection,,87 novel complaints (5.0% of week),0.5,"[8745660, 8723073, 8722471, 8724182, 8748545, 8751384, 8729938, 8725750, 8732587, 8761905]",,,,,,,,,,,,,,87.0,1740.0,5.0
novel_Debt collection_2024-10-14/2024-10-20,novel_pattern,medium,2026-02-02 02:37:40.197208,2024-10-14/2024-10-20,Debt collection,,69 novel complaints (5.0% of week),0.5,"[10501392, 10444498, 10444543, 10512395, 10505036, 10497533, 10500900, 10448446, 10450901, 10473956]",,,,,,,,,,,,,,69.0,1380.0,5.0
novel_Debt collection_2024-03-11/2024-03-17,novel_pattern,medium,2026-02-02 02:37:40.269443,2024-03-11/2024-03-17,Debt collection,,95 novel complaints (5.0% of week),0.5,"[8528792, 8543928, 8545380, 8552342, 8529374, 8545324, 8556355, 8539490, 8517934, 8523116]",,,,,,,,,,,,,,95.0,1900.0,5.0
novel_Debt collection_2025-01-27/2025-02-02,novel_pattern,medium,2026-02-02 02:37:40.230396,2025-01-27/2025-02-02,Debt collection,,85 novel complaints (5.0% of week),0.4997060552616108,"[11858769, 11875680, 11783791, 11822032, 11858272, 11827117, 11775942, 11793990, 11802170, 11877722]",,,,,,,,,,,,,,85.0,1701.0,5.0
novel_Debt collection_2024-05-20/2024-05-26,novel_pattern,medium,2026-02-02 02:37:39.361097,2024-05-20/2024-05-26,Debt collection,,73 novel complaints (5.0% of week),0.4996577686516085,"[9047193, 9103633, 9051785, 9072952, 9099037, 9085852, 9100710, 9103023, 9100794, 9066127]",,,,,,,,,,,,,,73.0,1461.0,5.0
novel_Debt collection_2024-01-08/2024-01-14,novel_pattern,medium,2026-02-02 02:37:40.822381,2024-01-08/2024-01-14,Debt collection,,41 novel complaints (5.0% of week),0.4993909866017052,"[8136321, 8172499, 8172599, 8122407, 8130005, 8124038, 8135939, 8121962, 8129767, 8126538]",,,,,,,,,,,,,,41.0,821.0,4.99
novel_Debt collection_2024-12-02/2024-12-08,novel_pattern,medium,2026-02-02 02:37:40.370877,2024-12-02/2024-12-08,Debt collection,,76 novel complaints (5.0% of week),0.4993429697766097,"[11004299, 11057930, 11014764, 11028176, 11025973, 11030557, 11005045, 11040171, 11035347, 10993359]",,,,,,,,,,,,,,76.0,1522.0,4.99
novel_Debt collection_2024-09-23/2024-09-29,novel_pattern,medium,2026-02-02 02:37:39.845600,2024-09-23/2024-09-29,Debt collection,,74 novel complaints (4.9% of week),0.49465240641711233,"[10231734, 10205477, 10238886, 10224896, 10286869, 10233078, 10287395, 10239610, 10232972, 10256873]",,,,,,,,,,,,,,74.0,1496.0,4.95
novel_Debt collection_2024-08-26/2024-09-01,novel_pattern,medium,2026-02-02 02:37:39.648068,2024-08-26/2024-09-01,Debt collection,,71 novel complaints (4.9% of week),0.4944289693593315,"[9928227, 9930811, 9912790, 9923694, 9927075, 9941500, 9974944, 9967009, 9959981, 9952506]",,,,,,,,,,,,,,71.0,1436.0,4.94
novel_Debt collection_2024-08-05/2024-08-11,novel_pattern,medium,2026-02-02 02:37:39.778775,2024-08-05/2024-08-11,Debt collection,,55 novel complaints (4.4% of week),0.43616177636796194,"[9733752, 9733941, 9715200, 9779421, 9735115, 9723427, 9740966, 9767592, 9772433, 9727955]",,,,,,,,,,,,,,55.0,1261.0,4.36
novel_Debt collection_2024-11-04/2024-11-10,novel_pattern,medium,2026-02-02 02:37:40.903657,2024-11-04/2024-11-10,Debt collection,,59 novel complaints (4.0% of week),0.4010876954452753,"[10684386, 10792515, 10715796, 10709641, 10714220, 10732437, 10688578, 10689990, 10712950, 10672630]",,,,,,,,,,,,,,59.0,1471.0,4.01
novel_Debt collection_2024-06-24/2024-06-30,novel_pattern,medium,2026-02-02 02:37:40.763234,2024-06-24/2024-06-30,Debt collection,,54 novel complaints (4.0% of week),0.3961848862802641,"[9356600, 9330932, 9379428, 9355434, 9338098, 9351574, 9350385, 9329951, 9362280, 9379491]",,,,,,,,,,,,,,54.0,1363.0,3.96
novel_Debt collection_2025-01-20/2025-01-26,novel_pattern,medium,2026-02-02 02:37:39.924275,2025-01-20/2025-01-26,Debt collection,,84 novel complaints (3.6% of week),0.35699107522311946,"[11605206, 11711334, 11723350, 11699048, 11611570, 11778726, 11605492, 11707090, 11711282, 11759858]",,,,,,,,,,,,,,84.0,2353.0,3.57
novel_Debt collection_2024-11-11/2024-11-17,novel_pattern,medium,2026-02-02 02:37:40.996747,2024-11-11/2024-11-17,Debt collection,,46 novel complaints (3.4% of week),0.33724340175953077,"[10781454, 10770483, 10781221, 10833220, 10754842, 10792948, 10796099, 10796759, 10772596, 10817234]",,,,,,,,,,,,,,46.0,1364.0,3.37
novel_Debt collection_2024-08-19/2024-08-25,novel_pattern,medium,2026-02-02 02:37:40.676093,2024-08-19/2024-08-25,Debt collection,,35 novel complaints (2.6% of week),0.26022304832713755,"[9845687, 9898813, 9864182, 9847208, 9845365, 9862722, 9844825, 9845645, 9849116, 9899017]",,,,,,,,,,,,,,35.0,1345.0,2.6
novel_Debt collection_2024-10-07/2024-10-13,novel_pattern,medium,2026-02-02 02:37:40.797602,2024-10-07/2024-10-13,Debt collection,,39 novel complaints (2.4% of week),0.23941068139963168,"[10408459, 10391581, 10386966, 10435207, 10361893, 10427295, 10393650, 10386202, 10408515, 10427466]",,,,,,,,,,,,,,39.0,1629.0,2.39
novel_Debt collection_2024-10-21/2024-10-27,novel_pattern,medium,2026-02-02 02:37:40.166352,2024-10-21/2024-10-27,Debt collection,,33 novel complaints (2.2% of week),0.22448979591836732,"[10587209, 10535698, 10545974, 10550155, 10525861, 10578232, 10550874, 10539582, 10574188, 10589548]",,,,,,,,,,,,,,33.0,1470.0,2.24
novel_Debt collection_2024-09-16/2024-09-22,novel_pattern,medium,2026-02-02 02:37:41.049949,2024-09-16/2024-09-22,Debt collection,,29 novel complaints (2.2% of week),0.2218821729150727,"[10174827, 10187656, 10154446, 10208448, 10174513, 10182340, 10158434, 10144408, 10145119, 10161172]",,,,,,,,,,,,,,29.0,1307.0,2.22
novel_Debt collection_2024-09-02/2024-09-08,novel_pattern,medium,2026-02-02 02:37:39.951750,2024-09-02/2024-09-08,Debt collection,,27 novel complaints (2.2% of week),0.21565495207667731,"[10003428, 9992185, 9999255, 9994973, 10021918, 10005513, 10001096, 10022342, 10024499, 10043391]",,,,,,,,,,,,,,27.0,1252.0,2.16
novel_Debt collection_2024-10-28/2024-11-03,novel_pattern,medium,2026-02-02 02:37:39.677801,2024-10-28/2024-11-03,Debt collection,,27 novel complaints (2.0% of week),0.20224719101123595,"[10620668, 10641171, 10622635, 10603889, 10627186, 10662657, 10612851, 10603385, 10622721, 10658381]",,,,,,,,,,,,,,27.0,1335.0,2.02
